No.	NAME	Ro5	DLS_01	DLS_02	DLS_04	DLS_05	DLS_07	DLS_cons	LLS_01	LLS_02	QEDu
237	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
238	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
239	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
240	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
241	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
242	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
243	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
244	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
245	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
246	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
247	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
248	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
249	SCE-796	0	0.75	0.666666666666667	0.5	0	0.5	0.55952380952381	0.333333333333333	0.75	0.182788404874605
250	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
251	Imipenem	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.259571422355835
252	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
253	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
254	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
255	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
256	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
257	BL-S217	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.242974326103868
258	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
259	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
260	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
261	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
262	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
263	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
264	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
265	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
266	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
267	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
268	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
269	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
270	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
271	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
272	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
273	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
274	Piperacillin	1	0.5	0.666666666666667	0.8	1	0.5	0.661904761904762	0.333333333333333	0.75	0.240591070854045
275	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
276	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
277	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
278	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
279	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
280	Cyclacillin	0	1	0.833333333333333	0.9	1	1	0.938095238095238	0.333333333333333	1	0.527545550420276
281	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
282	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
283	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
284	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
285	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
286	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
287	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
288	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
289	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
290	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
291	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
292	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
293	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
294	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
295	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
296	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
297	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
298	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
299	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
300	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
301	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
302	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
303	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
304	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
305	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
306	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
307	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
308	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
309	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
310	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
311	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
312	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
313	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
314	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
315	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
316	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
317	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
318	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
319	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
320	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
321	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
322	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
323	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
324	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
325	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
326	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
327	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
328	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
329	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
330	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
331	BL-S217	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.242974326103868
332	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
333	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
334	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
335	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
336	Cephalothin	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.408105764333528
337	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
338	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
339	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
340	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
341	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
342	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
343	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
344	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
345	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
346	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
347	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
348	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
349	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
350	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
351	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
352	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
353	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
354	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
355	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
356	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
357	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
358	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
359	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
360	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
361	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
362	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
363	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
364	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
365	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
366	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
367	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
368	Cephalosporin C	0	0.75	0.5	0.8	1	0.5	0.697619047619048	0.166666666666667	0.75	0.19274538153078
369	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
370	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
371	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
372	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
373	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
374	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
375	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
376	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
377	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
378	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
379	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
380	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
381	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
382	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
383	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
384	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
385	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
386	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
387	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
388	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
389	Piperacillin	1	0.5	0.666666666666667	0.8	1	0.5	0.661904761904762	0.333333333333333	0.75	0.240591070854045
390	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
391	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
392	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
393	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
394	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
395	Ceftazidime	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.116624956464381
396	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
397	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
398	Aztreonam	0	0.75	0.833333333333333	0.7	0.5	0.5	0.683333333333333	0.333333333333333	0.875	0.144731446973291
399	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
400	Cefacetrile	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.337948823781221
401	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
402	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
403	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
404	BL-S217	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.242974326103868
405	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
406	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
407	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
408	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
409	Piperacillin	1	0.5	0.666666666666667	0.8	1	0.5	0.661904761904762	0.333333333333333	0.75	0.240591070854045
410	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
411	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
412	Moxalactam	1	0.5	0.666666666666667	0.6	0.5	0.5	0.538095238095238	0.333333333333333	0.75	0.106778645748908
413	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
414	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
415	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
416	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
417	Cefazolin	0	0.75	0.666666666666667	0.7	0	0.5	0.588095238095238	0.333333333333333	0.875	0.211224348141235
418	Cephalothin	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.408105764333528
419	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
420	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
421	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
422	LY097964	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.281907455903334
423	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
424	Cefaclor	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.607537716135874
425	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
426	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
427	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
428	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
429	Cephalothin	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.408105764333528
430	Cefuroxime	0	0.75	0.833333333333333	0.6	0.5	0.5	0.669047619047619	0.333333333333333	0.875	0.207344117040005
431	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
432	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
433	Ofloxacin	0	1	0.833333333333333	0.9	1	1	0.961904761904762	0.5	1	0.630046828594729
434	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
435	Ceftizoxime	0	1	0.833333333333333	0.8	0.5	0.5	0.780952380952381	0.333333333333333	0.875	0.274761063667525
436	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
437	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
438	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
439	Piperacillin	1	0.5	0.666666666666667	0.8	1	0.5	0.661904761904762	0.333333333333333	0.75	0.240591070854045
440	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
441	Cephalexin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.606523724877902
442	Cephaloridine	0	1	1	0.8	0.5	1	0.876190476190476	0.333333333333333	1	0.496792076459395
443	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
444	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
445	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
446	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
447	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
448	Cefmetazole	0	0.75	0.666666666666667	0.7	1	0.5	0.707142857142857	0.333333333333333	0.75	0.140318982689942
449	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
450	Piperacillin	1	0.5	0.666666666666667	0.8	1	0.5	0.661904761904762	0.333333333333333	0.75	0.240591070854045
451	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
452	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
453	Nalidixic acid	0	1	1	0.8	0.5	1	0.9	0.666666666666667	1	0.699690884251947
454	Ampicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.597271485203342
455	Nalidixic acid	0	1	1	0.8	0.5	1	0.9	0.666666666666667	1	0.699690884251947
456	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
457	Cephaloglycin	0	1	0.833333333333333	1	1	1	0.952380952380952	0.333333333333333	0.875	0.369959749961887
458	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
459	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
460	Nalidixic acid	0	1	1	0.8	0.5	1	0.9	0.666666666666667	1	0.699690884251947
461	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
462	Cephalothin	0	1	1	0.8	1	1	0.947619047619048	0.333333333333333	1	0.408105764333528
463	Piperacillin	1	0.5	0.666666666666667	0.8	1	0.5	0.661904761904762	0.333333333333333	0.75	0.240591070854045
464	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
465	Cefoxitin	0	1	0.833333333333333	0.8	1	0.5	0.852380952380952	0.333333333333333	0.875	0.289627490571077
466	Cefamandole	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.75	0.242757465920295
467	Carbenicillin	0	1	1	1	1	1	0.976190476190476	0.333333333333333	1	0.397254874768659
468	Sulbenicillin	0	1	0.833333333333333	0.8	1	1	0.923809523809524	0.333333333333333	0.875	0.352243449561495
469	Ceftriaxone	1	0.5	0.666666666666667	0.6	0.5	0.5	0.561904761904762	0.333333333333333	0.75	0.111893746235619
470	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
471	Penicillin N	0	1	0.666666666666667	0.9	1	0.5	0.842857142857143	0.166666666666667	0.875	0.323988719537759
472	Nocardicin B	1	0.5	0.166666666666667	0.7	0.5	0	0.385714285714286	0.166666666666667	0.625	0.104548140203606
473	Cefotaxime	0	0.75	0.666666666666667	0.7	0.5	0.5	0.65952380952381	0.333333333333333	0.875	0.158907617539128
