No.	NAME	SP01	SP04
547	Cefuroxime	4.7372387515427	8.25361032989676
548	Nalidixic acid	3.75466973394587	5.85647815948551
549	Piperacillin	4.83131129749941	7.82219196563218
550	Cephaloglycin	4.71314640000281	8.41730261489642
551	Nocardicin B	5.1029609333128	8.94326253979385
552	Nalidixic acid	3.75510301340537	5.85973683907538
553	LY097964	4.41657394760933	7.32192014097678
554	BL-S217	4.66591100762451	7.82771263147324
555	Piperacillin	4.95771837423417	8.67594588497482
556	Cephalosporin C	4.67296443872557	8.1971848953878
557	Cefoxitin	4.71620909485438	8.18121923270966
558	BL-S217	4.63557547469004	7.64258113471567
559	BL-S217	4.63114367865917	7.59067037740165
560	Nocardicin B	5.0193878008789	8.37002534568695
561	Cephaloglycin	4.6030769079564	7.79483382156509
562	Cephaloglycin	4.588959642168	7.57757516188331
563	Cephalothin	4.4952507414041	7.39868847065414
564	BL-S217	4.57606348505638	7.3252868970575
565	Cefotaxime	4.7484064252015	8.26957767468097
566	Ceftriaxone	4.83170550474936	7.87043392709979
567	Cephalothin	4.48455811283651	7.2919128474006
568	Cefotaxime	4.72148933926873	8.12496669263854
569	Cephalothin	4.51300094950303	7.49845993454954
570	Cephalothin	4.51021322950703	7.47522738502732
