No.	NAME	nCp	nCs	nCt	nCrs	nCrt	nCar	nCb-	nCconj	nR=Cs	nR=Ct	nRCOOR	nArCONH2	nRCONR2	nROCON	nCONN	nArCNO	nRNH2	nArNH2	nArNR2	nN+	nNq	nROH	nArOH	nOHs	nROR	nArOR	nRSR	nSO3	nFuranes	nThiophenes	nPyridines	nHBonds
186	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
187	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
188	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
189	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
190	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
191	SCE-796	0	1	1	1	0	11	1	4	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
192	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
193	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
194	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1
195	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
196	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
197	Imipenem	1	3	1	2	1	0	0	3	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
198	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
199	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
200	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
201	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
202	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
203	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
204	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
205	Cyclacillin	2	7	2	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2
206	Cefoperazone	1	2	0	1	0	7	2	5	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
207	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
208	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
209	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
210	SCE-796	0	1	1	1	0	11	1	4	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
211	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
212	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
213	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
214	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
215	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
216	Imipenem	1	3	1	2	1	0	0	3	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
217	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
218	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
219	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
220	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
221	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
222	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
223	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
224	Cyclacillin	2	7	2	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
225	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
226	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
227	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
228	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
229	Cefoperazone	1	2	0	1	0	7	2	5	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2
230	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
231	Ceftazidime	2	1	1	1	0	8	0	5	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1
232	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
233	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
234	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
235	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
236	Cyclacillin	2	7	2	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
237	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
238	Imipenem	1	3	1	2	1	0	0	3	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
239	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
240	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
241	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
242	Imipenem	1	3	1	2	1	0	0	3	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
243	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
244	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
245	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
246	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
247	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
248	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
249	SCE-796	0	1	1	1	0	11	1	4	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
250	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
251	Imipenem	1	3	1	2	1	0	0	3	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
252	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
253	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
254	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
255	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
256	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
257	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
258	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
259	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
260	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
261	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
262	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2
263	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
264	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
265	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
266	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
267	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
268	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
269	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
270	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
271	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
272	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2
273	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
274	Piperacillin	3	3	1	2	1	6	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
275	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
276	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
277	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
278	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
279	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
280	Cyclacillin	2	7	2	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
281	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
282	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
283	Ceftazidime	2	1	1	1	0	8	0	5	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
284	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
285	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
286	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
287	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
288	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
289	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
290	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
291	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
292	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
293	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
294	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
295	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1
296	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
297	Cefuroxime	0	1	0	1	0	4	0	5	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
298	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
299	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
300	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
301	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
302	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
303	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
304	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
305	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
306	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1
307	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
308	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
309	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
310	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
311	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
312	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
313	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
314	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
315	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
316	Ceftriaxone	0	1	0	1	0	3	0	8	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1
317	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
318	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
319	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
320	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
321	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
322	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
323	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1
324	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
325	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
326	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
327	Cephalexin	1	2	0	1	0	6	1	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
328	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1
329	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
330	Cephaloglycin	1	2	0	1	0	6	1	3	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
331	BL-S217	1	1	0	1	0	5	0	3	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0
332	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
333	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1
334	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
335	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
336	Cephalothin	1	2	0	1	0	4	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
337	Cefoxitin	0	2	0	1	0	4	0	3	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
338	Cefacetrile	1	2	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
339	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1
340	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
341	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
342	Cefaclor	0	2	0	1	0	6	1	3	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
343	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
344	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
345	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
346	Ceftazidime	2	1	1	1	0	8	0	5	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1
347	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
348	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
349	Ofloxacin	1	1	0	1	0	6	5	4	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0
350	Cefmetazole	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
351	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
352	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
353	Ceftizoxime	0	1	0	1	0	3	0	5	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
354	Cefazolin	1	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
355	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1
356	Moxalactam	0	1	1	1	0	7	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0
357	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
358	Cephaloridine	0	2	0	1	0	9	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
359	Aztreonam	3	2	1	2	0	3	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
360	Ampicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
361	Sulbenicillin	2	3	1	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
362	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
363	Cefotaxime	1	1	0	1	0	3	0	5	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
364	Carbenicillin	2	2	2	2	1	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
365	Penicillin N	2	6	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
366	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
367	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2
368	Cephalosporin C	0	5	0	1	0	0	0	3	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
369	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0
370	Nocardicin B	0	4	0	1	0	12	4	2	0	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2
371	LY097964	1	1	0	1	0	3	0	5	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
372	Cefamandole	0	2	0	1	0	7	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0
