No.	NAME	SPAN	SPAM	MEcc	SPH	PJI3	L/Bw	HOMA	CMBL	AROM	HOMT	DISPm	DISPv	DISPe	DISPp	DISPi	DISPs	QXXs
100	Cefotaxime	7.61341552740338	0.406828014281737	0.994108970261884	0.712931107398126	0.869575449677853	3.35	-0.551276574769333	1.75269163574201	0.65129395471951	-6.61531889723199	3.44981613119157	3.11717281232694	0.221141848753851	0.439324461272441	0.200148306989527	0.596460700538137	767.814330195966
101	Cyclacillin	7.33895980078715	0.399427846256289	0.997099842470721	0.777237454788879	0.822128639377985	7.18	0	0	0	0	10.2915887101445	7.39202019827543	0.316639107457489	0.378704346223581	0.31385739415056	0.98735850395276	332.768560973387
102	Cefoperazone	8.95681221748405	0.357707227002436	0.986174424452736	0.729394052979552	0.826859828147883	2.12	-0.0657200545893488	1.42040117572466	0.919329010907033	-1.11724092801893	7.38065525968856	6.40695358714346	0.242818349126532	0.365344584398207	0.579149811504778	0.651274929625301	1934.50472041858
103	Cefsulodin	9.93845769202435	0.425087321340074	0.998452146890615	0.81340524668347	0.964739585229156	6.13	0.192903120259085	1.4164068801019	0.958522866032623	3.27935304440444	8.2678673155067	5.10954173857002	0.376237943434601	0.328741046669483	0.5266624166881	0.867876593239462	766.259649484725
104	Cefmetazole	9.74590322317629	0.460290627075327	0.997059526816809	0.781807343707182	0.920470646977326	7.46	-0.547616166665109	1.38005077080519	0.942325402194978	-4.38092933332087	6.53968711373169	6.07155578084174	0.324175551590109	0.237943848461357	0.447685241776101	0.846439731030395	529.559135779662
105	Ceftazidime	9.18260530745614	0.39789543998774	0.998556348400002	0.849711860907733	0.894080071577833	5.47	-0.155317104715232	1.74948251205892	0.722705686924681	-2.79570788487418	4.5392136876613	2.26052712605661	0.360237173457689	0.227057584562175	0.409318747616391	0.884507897730627	802.771806105614
106	Imipenem	6.64226121557265	0.423698682313098	0.998444206614622	0.798969245476457	0.856027342186525	3.13	-1.99523040927804	0	0	-5.98569122783412	9.19094592982943	7.6318181545403	0.345913923712518	0.303173443721256	0.422626001457397	0.959749963453801	396.709888209762
107	Nocardicin B	7.12303623929181	0.347461404741026	0.993478956408288	0.805222698175728	0.619611880171418	1.49	0.430518392873985	1.41904166253145	0.988964082317277	6.88829428598376	5.20388960987511	5.5481788897426	0.153674118720623	0.311367177798182	0.256555659695237	0.438146572240881	1339.826307107
108	Cephalexin	7.73712635462597	0.439804682632699	0.99945656297344	0.867797154097619	0.879263289688219	6.5	-0.207724116634133	1.41619773336918	0.990001942458777	-1.86951704970719	5.03166040976494	1.71262565199659	0.304002717750146	0.20712272174825	0.388178621982644	0.763312142818118	301.526269186937
109	Moxalactam	6.90016536045709	0.357464459783717	0.994034222808878	0.735232277065228	0.898425275685683	4.01	0.213212404390177	1.41637144845553	0.920639722553382	2.98497366146247	4.5467213885964	3.2315532259741	0.196769032520495	0.229478347193762	0.709744504133273	0.495674705663465	860.10019472265
110	SCE-796	7.54451326875686	0.373782301187045	0.969122731930315	0.687939625021096	0.634331777443139	1.14	0.186804064360635	1.41923659056551	0.959476613584319	3.1756690941308	6.30682173927908	4.471483839944	0.323000811195209	0.217182417536206	0.304682915053873	0.767692069238816	1376.43500133232
111	Cefuroxime	8.18243032558779	0.431235812035064	0.99523631475758	0.808337292873978	0.866380598506036	9.26	-0.483605054835815	1.42350635404272	0.952003347606388	-5.80326065802977	3.26820703011847	3.95509750977448	0.174798062225565	0.322264404950852	0.541034419433152	0.589155739684718	477.827472491508
112	Cyclacillin	6.49020209851576	0.375621285296419	0.996239922091245	0.710456882233006	0.758084670778161	5.95	0	0	0	0	9.63156371433824	6.95079845578143	0.285500712500999	0.366684954995595	0.323650249721532	0.894664976539369	355.009211662058
113	Cefuroxime	8.53672096988998	0.440472911402413	0.997191113114135	0.831709032781278	0.943363745955175	7.18	-0.327632210494572	1.42195057579369	0.952753612437223	-3.93158652593486	4.58433323288136	4.39623662636899	0.293807872512253	0.293208941231904	0.492230490917699	0.827823551770612	468.079319175794
114	Cefuroxime	8.21758085822215	0.432161082610675	0.9971853003406	0.81426022707215	0.929429228536437	5.84	-0.878559086678576	1.41990533135135	0.953986142324187	-10.5427090401429	3.17905817779303	1.71315453707676	0.270489933682422	0.293190069990026	0.495725257774013	0.762925962060793	518.064983538137
115	Cefaclor	7.19031060374764	0.44083184891771	0.997316215114008	0.796625444828556	0.741066731882495	5.01	0.121483662566911	1.41792566800943	0.989881702206322	1.0933529631022	13.5858208342619	8.30587053697401	0.423272248275149	0.577880129367456	0.323386228467443	0.87859116167625	414.458092779328
116	Ceftriaxone	8.51954630640085	0.404768364585533	0.993474826395348	0.637531640696604	0.760045550548545	6.68	-0.385260786625382	1.75700053784852	0.649258425612868	-6.54943337263149	4.53916803275317	4.95874565782522	0.358030760525327	0.317270111946765	0.450191231281824	0.977155876324073	769.743539872851
117	Cefuroxime	8.08821369694017	0.42874589043724	0.9981098596873	0.842247110720077	0.939800411869009	6.09	-0.989972029614872	1.42331055290123	0.950547300151154	-11.8796643553785	3.44080711353886	1.87424898783501	0.289894712723767	0.300751948497772	0.502158070345185	0.800053141867212	491.106528241419
118	BL-S217	9.58979181215522	0.446975759320235	0.996452098713223	0.862631703375288	0.666368838297502	4.95	0.0453632279175233	1.4112822680102	0.948420109138233	0.40826905125771	9.15071888844278	6.7186247516654	0.441733305163474	0.307889466778305	0.234235803632993	1.08343511296851	677.710496596678
119	Ceftizoxime	7.09586542884951	0.437927102067984	0.986418833554428	0.723590706820584	0.875605897381745	3.7	-0.416264199203097	1.75529317779111	0.646918471601044	-4.99517039043717	4.59825379809731	5.25016696912731	0.264776750578108	0.404013567897365	0.739712530896576	0.777475216784061	478.172933277486
120	Cyclacillin	7.36227360466415	0.400061777964793	0.997896842746843	0.776010163488637	0.782953613934086	7.35	0	0	0	0	10.1446648974847	7.31864375503265	0.327639275516699	0.367978782065109	0.347616781071853	1.02700700889971	324.64753744869
121	Cephalexin	6.04307581387309	0.388686114167753	0.981987904933665	0.657934285902632	0.849369792360637	4.1	-0.199259380826107	1.41683616907531	0.991339043973431	-1.79333442743496	5.09580655074629	2.82187334699281	0.305204947233062	0.126579000843495	0.346920661206401	0.792984831391017	463.166234346592
122	Nocardicin B	10.6172559890452	0.42420925418919	0.999547575664155	0.90082784010433	0.905137386744877	14.67	0.446101308031282	1.41861213162725	0.990472660784125	7.13762092850051	5.59148881586439	7.86240826288917	0.13343893096453	0.567777078423374	0.799522736874732	0.369817277403407	600.907876379843
123	Cefamandole	9.71626956101345	0.44991363895876	0.999361082249718	0.881037554923629	0.972655008230462	11.85	0.214899990325482	1.41482994737884	0.919094944952559	3.00859986455675	8.42528006941426	4.03595307549819	0.39831443842594	0.0357959795240419	1.1690592916105	0.775117763132563	435.088306458035
124	Cefazolin	9.58141820793049	0.477628521919206	0.999617148868749	0.917981788700512	0.923505908027017	8.54	0.0278553334991121	1.75719606191228	0.668394129365688	0.362119335488456	4.10589839654504	4.0069787232531	0.4131727943483	0.664395454162029	1.50246246218386	0.930571053671357	475.760894139187
125	Cephalosporin C	7.09416574089086	0.397049276004065	0.981496195339945	0.699985908481534	0.817349250948676	3.61	-2.24149330417381	0	0	-6.72447991252142	6.57749748430032	5.8762177457087	0.329499927634447	0.290742404571113	0.328540192255913	0.830835817764416	636.133789316982
126	Cefoxitin	8.20746056934701	0.431894888552628	0.995982522308282	0.730563573756985	0.907549345021272	6.29	-0.46883640088154	1.74453385464427	0.674366780959559	-3.75069120705232	2.43597137074849	2.54571367467179	0.390799035055436	0.570947613023383	0.879673424244263	0.971684652452394	515.177741152831
127	Ceftazidime	9.34427780064082	0.401382906888277	0.998554372453177	0.84732259997007	0.927542464546825	5.02	-0.190082684536306	1.75913131402974	0.715924619342049	-3.42148832165352	3.81420430872196	1.55073836994721	0.368797766976945	0.307721790343558	0.445961817499471	0.921209798711998	781.350653213443
128	Cyclacillin	6.55541075509562	0.377503548935107	0.995647124772885	0.715568559788037	0.76251277751433	6.28	0	0	0	0	9.20838002638255	6.6281045274523	0.29098579295128	0.342291827773262	0.332020554773598	0.922167137687859	356.778465734575
129	Ceftriaxone	7.66183917538244	0.383852915926201	0.958424888311196	0.518532195722166	0.78855906960202	2.62	-0.510995856691448	1.75681481380366	0.651475206612304	-8.68692956375462	2.22800730264129	2.13047491392979	0.20964394649496	0.362891643353766	0.506811222929749	0.543092876280018	983.261663384482
130	Cefuroxime	8.41498261557771	0.437320940385312	0.995727923816558	0.757183719381226	0.90061610021223	6.98	-0.446651787454904	1.42035235065106	0.950500585453944	-5.35982144945885	5.03031338429282	3.82662618302011	0.299719764670604	0.287852958982562	0.44986051371234	0.844060212848904	520.868571608705
131	Cefuroxime	8.54517648544905	0.440690998872768	0.996660942596837	0.827114479511055	0.88233467398509	8.32	-0.589496884315712	1.42189247483767	0.953574196740463	-7.07396261178855	4.02459145524513	4.19941369444749	0.245499761254939	0.311202971378806	0.552850185891964	0.702635398510888	483.339537280062
132	Imipenem	6.89161037776348	0.43157819678426	0.992157605676331	0.707922225086111	0.688347053862975	3.09	-1.63995931433713	0	0	-4.9198779430114	9.15435480378638	7.59798950752933	0.331907825622821	0.380370103241157	0.543941995976825	0.909720230769574	409.485014006218
133	Ampicillin	7.08089046547353	0.410600328945706	0.997035047143431	0.778763424826517	0.852485783720833	6.23	0.870467667055803	1.41826153088914	0.990021609775693	5.22280600233482	4.65858693772736	1.87798014411736	0.293710463265815	0.153102315616487	0.34778128545818	0.758056097576098	360.044663911173
134	Ceftazidime	9.37623188384413	0.402068614058727	0.996397224114206	0.773346155807837	0.859414823702916	2.96	-0.188093279927476	1.75679075874163	0.718859359119975	-3.38567903869457	5.47679097948009	3.03054320627327	0.348577204885707	0.356437252849838	0.399319325879254	0.871298425780438	1004.06106125351
135	Cefuroxime	8.20056078759746	0.431713309426876	0.996577068299295	0.805018723220641	0.954162196434367	7.51	-0.824284393963598	1.42257458503939	0.951671879323566	-9.89141272756318	4.21227228418965	2.97443062645157	0.288775083418136	0.26790067565356	0.465331794611501	0.815056379599621	491.357666479213
136	Imipenem	6.77061959445552	0.427772975734873	0.990368202428925	0.751247985748274	0.743503561474232	2.87	-1.81486830292552	0	0	-5.44460490877655	8.57348829700649	7.43769004984776	0.304240541606808	0.422049411622227	0.573962525987781	0.827104656613178	412.620191375156
137	Cephalosporin C	6.83403548951216	0.389701751757023	0.980263331258732	0.683572921269354	0.791672346767355	3.67	-1.86086919379784	0	0	-5.58260758139352	6.23664546191051	5.68307838169727	0.300946667524928	0.286011174150981	0.330556335766281	0.726838347986361	625.807509009964
138	Ceftizoxime	7.13816045535352	0.439230298989147	0.98908526950374	0.735605636758967	0.929054187685297	3.56	-0.380423781192341	1.75218134335462	0.653406999041954	-4.56508537430809	4.40601714344417	4.74260820683663	0.240896225661796	0.214136391771035	0.403346783079932	0.729037732200629	456.133071498502
139	Ceftriaxone	7.55787790672747	0.38123982727229	0.954260129345114	0.554579530890701	0.782061472822202	2.35	-0.549184264765563	1.75455249565238	0.652008699053953	-9.33613250101457	2.07682494298094	2.90810519442422	0.265406777133935	0.303715614386361	0.50106520314521	0.691538592630221	1050.28824875101
140	Cefazolin	8.05766680575254	0.438005947060967	0.989876163460854	0.755125419363702	0.623326858918762	2.55	0.103920358620858	1.75382996610276	0.670696050622191	1.35096466207115	4.84984773938672	4.31685723101246	0.322500058028859	0.434256457594652	0.804123559857886	0.825077623537734	751.294182516722
141	Cephalosporin C	7.07269926203245	0.396448098383423	0.987958389251021	0.732450766217155	0.762231054791008	4.68	-1.90620651439915	0	0	-5.71861954319745	7.48098595472293	6.86727130251745	0.344528844488638	0.367268764387068	0.4445446126915	0.869439784380625	598.518271189488
142	Imipenem	6.80291394969173	0.428791953260387	0.994697552631435	0.803262322796151	0.844515096385714	3.68	-1.77006567055016	0	0	-5.31019701165048	7.23680502399861	6.22268865165221	0.266319743539904	0.348932357330714	0.551005197973383	0.77823092505869	360.223620511102
143	Cefacetrile	7.51644375359228	0.463417237289381	0.999101924864859	0.808844265240357	0.978076992277057	6.09	-1.51178899880249	0	0	-4.53536699640747	6.33270814690592	6.62433949402048	0.306341855943661	0.388675589109098	0.122883754742154	0.889309570910528	301.430177567254
144	Nocardicin B	10.1200716299235	0.414157745062571	0.998997519348568	0.875666797128451	0.759188911121022	6.52	0.336768671946722	1.4208100999078	0.987813175538125	5.38829875114755	2.27814685017353	4.52962552421677	0.0654256420480336	0.38657982653526	0.533462070665175	0.222827808220843	938.155230802733
145	Cefuroxime	8.16272604533413	0.430716265110016	0.996811756114079	0.823749847206831	0.894981656763539	8.9	-0.366479236850867	1.42308318098416	0.952217139947532	-4.39775084221041	4.84454271605934	3.86604061828027	0.28283605011576	0.213335651054886	0.383122915448421	0.801459108373544	430.412436598012
146	Aztreonam	6.30337442261261	0.382870869682529	0.993772747024696	0.741146574676483	0.85977926981072	2.14	-0.156101754192667	1.75922220881843	0.649406370845229	-1.40491578773401	6.35018033054335	3.00154918462579	0.344109941464102	0.337611522517356	0.223508714372253	0.772843802326956	832.383921084169
147	Cefaclor	6.09129830163769	0.405745836488861	0.985228990176279	0.592057525723358	0.675201428211987	4.49	-0.0141136014212693	1.41712753836767	0.990853599660526	-0.127022412791423	12.5658291017773	8.02578108661527	0.41550389128432	0.5887778416154	0.453685013354733	0.911813859533723	460.080776640633
148	Aztreonam	6.50443350945049	0.388929165232714	0.99565650726808	0.729121756626688	0.764609875434511	3.33	0.0366248411399004	1.75318648751352	0.648516253816336	0.329623570259104	7.8656808565412	5.11175308880887	0.389798984367123	0.350634193917181	0.229527050463927	0.875879315568555	653.702705789554
149	LY097964	7.33253859105504	0.428151217184275	0.986414919453126	0.74571643926864	0.854492378712721	3.64	-0.582415860557425	1.75431262037301	0.650146084944633	-6.9889903266891	2.73587534360967	2.80888722640417	0.259702756755531	0.15734088866469	0.399430021838642	0.704407455614515	462.193159320772
150	LY097964	6.7880916535778	0.41194937958376	0.991391336686343	0.788741574877246	0.852749813442855	4.18	-0.256305585369453	1.7528969307977	0.647406964792524	-3.07566702443343	2.28605537788843	1.97759273760204	0.200675756308765	0.140608788459306	0.299730774841158	0.595792719821471	522.621328944992
151	Ceftazidime	9.66233996089138	0.408156916260439	0.997572167638875	0.812079480417182	0.881472358086854	5.91	-0.063500905176922	1.75635306530321	0.718825191220823	-1.14301629318459	3.38489089628178	2.7176428748044	0.340756408455392	0.317173661752343	0.536114712276365	0.858740285432821	752.838472178322
152	Nocardicin B	7.99829926571969	0.368190703758571	0.998061060589887	0.86126679672175	0.787536271404939	2.24	0.430640870922198	1.42194987605049	0.988622074236216	6.89025393475517	6.34843782605296	6.27912035061853	0.219403141713943	0.322998921980577	0.339276385010015	0.627689314449121	1277.54892466594
153	Cefacetrile	7.57870116768676	0.465332482292784	0.999618418700745	0.894195745418223	0.959028338510149	6.36	-1.73082317212433	0	0	-5.19246951637298	7.02282331773454	7.30659760003644	0.316701410229638	0.403989088352538	0.0610231701868331	0.891803874383974	317.657693146885
154	Aztreonam	6.83547171453937	0.398703471865571	0.993598120708238	0.736885181212736	0.803294886825516	3.05	0.0258060595976095	1.7519477104069	0.651081579477494	0.232254536378486	8.03983728492337	4.55965546880746	0.415074054640739	0.250581238213243	0.210797514010977	0.930227888342122	662.74661069379
155	BL-S217	8.68565489477257	0.425383525352235	0.995820843856036	0.839768849295543	0.828984082750453	4.98	0.0734106211600341	1.4120659935003	0.948105688355761	0.660695590440307	5.57929719658405	4.46663003859691	0.317748457526479	0.47547175197377	0.398030755007608	0.836076369855153	599.301374430044
156	Ceftazidime	9.43512492066608	0.40332935375161	0.99853221773184	0.843562734419104	0.954756759095979	3.16	-0.103950442830631	1.75372812317075	0.720477140608689	-1.87110797095136	5.387451302844	2.22293362291948	0.344105003388611	0.326712583491862	0.542540239289564	0.819869341637002	1029.51248771263
157	Cefuroxime	8.2170093630951	0.432146054937004	0.9979183497635	0.807903078143101	0.935613627932172	6.06	-0.801456046401389	1.42257857076507	0.951950236686257	-9.61747255681667	4.52587923429346	2.6189543980371	0.303067915540246	0.222109348881925	0.403492831956034	0.854353900591827	517.539310498453
158	Cephaloglycin	6.78148124146758	0.383957686795427	0.990121241277391	0.739609047726276	0.830776924427369	3.1	-0.12400898370569	1.41683766536608	0.99143228441474	-1.11608085335121	6.10823482009474	3.32702633154849	0.351801506125901	0.0817288746964124	0.21851566954312	0.801114345309003	663.165745112117
159	Cefaclor	6.06604525678094	0.404903901070597	0.994866539935758	0.730751919726752	0.696351826509278	4.37	-0.126636897768349	1.41737384271052	0.990440929340812	-1.13973207991514	12.3560452182823	7.72549459245455	0.367263862670771	0.596728469829312	0.435608442433105	0.768707413480357	440.449947827214
160	Cephaloglycin	6.61837851960057	0.379312264373775	0.985344568932093	0.725365003940109	0.799246708885137	3.17	0.0490277504395061	1.41661237111639	0.992199964490991	0.441249753955555	5.97618175125872	3.36848825384152	0.333114065260587	0.08092010270076	0.180460920608679	0.763322976533835	652.894548748652
161	Cyclacillin	7.22785225124414	0.396392763371297	0.997708444573694	0.783523309061775	0.786414303487262	7.3	0	0	0	0	9.80651110203322	7.10068465342336	0.310117323097877	0.382958888227835	0.363136671667927	0.9813136578964	338.806763501922
162	Cephaloridine	8.30549957802594	0.429612217341948	0.998705326465894	0.849018318669552	0.883528507978771	9.98	0.379526198901726	1.74394008497999	0.730507429128273	5.31336678462417	4.96534596562514	3.10981072670205	0.14729101173356	0.354203397329481	0.36293854019329	0.494817480267248	326.344931183538
163	Cefacetrile	6.95004747382711	0.445615063666489	0.998038712528902	0.777920919338028	0.951824823968835	5.93	-2.13468165301128	0	0	-6.40404495903385	5.81388841160867	6.14039647984818	0.290222798935427	0.376362454751768	0.117521601750878	0.835263447339951	320.346535932399
164	Cephaloridine	8.30084401881867	0.429491793190734	0.998701571581221	0.84437166002831	0.843693919745712	8.84	0.159253637969488	1.75002765121012	0.72807106412335	2.22955093157283	5.35495492565497	3.41582373941112	0.176992381463601	0.285105464469147	0.30067541522925	0.534093060342817	337.668338482684
165	Nocardicin B	8.59120407545147	0.381593538201949	0.99538131362308	0.81031677325379	0.93969200869321	3.94	0.487659120526005	1.41863886172626	0.991587429977583	7.80254592841608	6.83703066403071	6.89218441840003	0.24630994096116	0.39475713744191	0.48108410616184	0.674950048982514	1181.02418849614
166	SCE-796	7.07484412793568	0.361960815557166	0.950805528599016	0.581444897850211	0.671935829628268	1.27	0.206745210742628	1.41605290155417	0.958568724637011	3.51466858262468	6.20454781058629	4.36192912602092	0.323230845594221	0.216305784484525	0.272881447471407	0.778629187053331	1250.32287770368
167	Cephalosporin C	7.75024666498851	0.415003257416627	0.992824993483682	0.763868835301191	0.717578801153045	7.14	-1.73845410274119	0	0	-5.21536230822356	8.18283814628906	7.77707752831259	0.347966309683969	0.444768699407749	0.545927456581203	0.866994856193316	563.088242443539
168	Cefacetrile	7.43209029720179	0.460809545325299	0.999141536278624	0.841100037151474	0.9511956034549	6.39	-1.65067842743453	0	0	-4.95203528230359	6.81647297768591	7.02268929994972	0.312327726216189	0.397917479353345	0.108101032335326	0.907405109931195	305.572965869035
169	Cefuroxime	8.19863739009445	0.431662678438491	0.997251171603415	0.780888995227672	0.913881000710493	5.92	-0.645527826717627	1.4212697034694	0.953470664366258	-7.74633392061153	4.35697538215789	3.10781482018379	0.279991841712067	0.230422425855528	0.373513556241158	0.811168846055505	543.06587650721
170	Cyclacillin	6.67099134447454	0.380816952047618	0.997534239885953	0.73992759901169	0.893187770602336	6.55	0	0	0	0	9.16246068566694	6.45798226036916	0.303137648136324	0.350516776677098	0.349645472339416	0.950533721330559	330.758024636509
171	Cephaloridine	8.25152138004944	0.428213897227631	0.999004863767774	0.852685666628066	0.871226004998208	8.93	0.317998841203062	1.74613461394017	0.730071381238545	4.45198377684287	5.45535299018675	3.43027628956476	0.132937788048325	0.403536238052548	0.387620638277551	0.458718708443001	330.119115931669
172	Cefuroxime	7.99852305878681	0.426362070278804	0.993201061190406	0.798346261325095	0.848972317663304	5.11	-0.471455907725563	1.42059137685684	0.953906651782742	-5.65747089270675	4.92026736393611	3.38654220755788	0.287104876331096	0.190947399111757	0.213041682789306	0.792356420261717	531.916134108406
173	Cefotaxime	9.39702387119053	0.451976910510456	0.998281646213667	0.859839818723624	0.813316594980201	6.41	-0.439485757687893	1.75662914128168	0.651113077864828	-5.27382909225472	6.03175760738095	5.05810838550899	0.218245542981797	0.422932723110415	0.268885692283169	0.669057976092967	566.914717765935
174	Aztreonam	7.01727107535422	0.403970729867441	0.998091727091221	0.828468466801177	0.910251891736347	3.99	0.0274902514244051	1.75467260763938	0.648326602242629	0.247412262819646	10.0060347728515	6.43877840012718	0.422558412980777	0.370958297261608	0.184658953741017	0.92786471936787	585.768485088339
175	Ceftazidime	9.13912511454308	0.39695229268079	0.997173431878981	0.777516368003382	0.879638144132204	3.71	-0.268227175574757	1.75356828495499	0.721055537620599	-4.82808916034562	5.94558180234633	3.05752145838705	0.342813861147711	0.351466634044788	0.335141922980994	0.812515526445887	872.519007123062
176	Moxalactam	7.34008504233636	0.368683469637583	0.976235017697706	0.64733809036211	0.667905977481715	1.88	0.354760980296053	1.41700344741994	0.919420563637759	4.96665372414474	5.03570569656117	3.37053284599365	0.269272875107794	0.155348851182256	0.349763988503421	0.602487931970635	1068.7548639507
177	Ceftriaxone	7.45389408989433	0.378608131335491	0.950171599712466	0.570997039942128	0.87810334484861	2.24	-0.578736780098292	1.75351212713229	0.656646331443551	-9.83852526167097	2.75160212006565	3.58146025250634	0.263738588961738	0.349546615963185	0.572463348023745	0.677769919022626	1009.53893745885
178	Cefuroxime	7.18990918694282	0.404236350389192	0.991513902956685	0.750074776707366	0.739023449551146	4.77	-0.739457208966072	1.4193060311293	0.954284810281688	-8.87348650759287	3.28956128622931	2.63657721914242	0.255326310945058	0.331008356132253	0.511388890245327	0.70817520045515	581.964370296285
179	Cyclacillin	7.38032930412532	0.40055204579933	0.997445436889228	0.775046575667779	0.827725466841503	7.35	0	0	0	0	9.94633705032139	7.15444175844683	0.311102265769327	0.363225135531499	0.30959758856872	0.98141604624144	326.246357020824
180	Ofloxacin	7.59157390690403	0.406244034254632	0.999434118571749	0.820443082929845	0.897000752364448	5.27	-0.311813340541492	1.41897998576442	0.987662157522818	-3.7417600864979	13.2864457618558	12.3936912104052	0.435447130897216	0.565654713720378	0.735286361785249	1.40184091882326	405.979458917449
181	Ceftizoxime	7.18838863019753	0.440772927695341	0.986693942926499	0.727452234424574	0.912262755211309	3.55	-0.478170426508199	1.75465946838696	0.649286511545747	-5.73804511809839	3.54428884969947	3.95756930110161	0.259665618163448	0.282725023620896	0.486316833225041	0.757162401340141	438.154256173533
182	SCE-796	9.37311167133441	0.416624701694161	0.998474763114758	0.789577348999893	0.908440785585533	6.65	0.108537551939678	1.41755319124187	0.961207972573805	1.84513838297453	6.0755838843838	4.77068050086767	0.331977464773292	0.227376265119201	0.532386090946642	0.815325223681718	686.064359502366
183	Penicillin N	6.66331315082042	0.389151558195414	0.987292023213308	0.662860832918834	0.601867330805163	4.4	0	0	0	0	8.04266601824921	7.24513699974376	0.304249348865836	0.49488986601398	0.546247184708322	0.821814403143614	501.161206335709
184	Ceftazidime	9.66565896067556	0.408227010896438	0.99775859488498	0.78721236882976	0.849237752323089	5.22	-0.0781516326598926	1.75601445039612	0.718621271902782	-1.40672938787807	5.25171289506052	3.44443923525725	0.358506265731192	0.282152341177486	0.422556043453625	0.883132591390256	797.077954498464
185	Cefazolin	7.75958477945822	0.429827894114062	0.986414967905935	0.740345495078758	0.812247338079566	2	0.128615186179358	1.7645812024387	0.666385837317632	1.67199742033165	5.28892352833084	4.79242007659657	0.33256767085272	0.411353935324991	0.911584911298921	0.829961237814865	805.456917031627
186	Ofloxacin	7.43251292295419	0.401965630235109	0.999721340084646	0.859756647488426	0.950836154586657	4.61	-0.276592458354213	1.42193727709769	0.98931345352821	-3.31910950025056	13.5591741344645	12.5739218396591	0.444568631588924	0.569821263384974	0.700392804360941	1.4300906839975	422.82754681773
187	Cefotaxime	8.70600068552513	0.435041244559568	0.998189676746841	0.845415834313795	0.878393021942679	5.73	-0.518059244567228	1.75294778872618	0.649316810960057	-6.21671093480673	7.0361525276487	6.20625252789614	0.229626564237492	0.512899479306025	0.230234184441974	0.675319210720584	596.898930969797
188	Cefmetazole	6.73381488376369	0.382605907013757	0.972979434388892	0.575377899024485	0.77030909709364	3.95	-0.179750830034896	1.38227348958157	0.943041954900475	-1.43800664027917	5.35893404167362	5.46833891548922	0.22459696094345	0.252616790876811	0.439542036974197	0.803905469901423	670.960178513547
189	Cefuroxime	8.29237130660565	0.434123236237174	0.995783726999164	0.832126636044209	0.879204163700911	6.02	-0.464635168493357	1.42156531330783	0.953031975217167	-5.57562202192029	4.30244539287297	2.48906956295953	0.304816641914458	0.156255519045584	0.401734558264477	0.833962801151622	500.707964264798
190	Cefazolin	9.61956905702218	0.478578476846304	0.998885756563636	0.83465491092146	0.932618650957693	13.36	0.116086552616606	1.75552246923815	0.670182980732158	1.50912518401588	3.65055895764551	3.54210446410385	0.426499921323441	0.602084237004173	1.42011952985374	0.929677771435063	371.931556886467
191	SCE-796	8.04439545085102	0.385966690436974	0.986507191878551	0.687357829166815	0.812656373197968	2.4	0.0984363408986869	1.4155760452904	0.960790978412619	1.67341779527768	6.03598987316672	4.69195637075321	0.311133313627042	0.220209545308359	0.379057562915977	0.791760870699776	1024.52890463005
192	Cephalosporin C	7.93553942238171	0.419934900308811	0.995685963120445	0.788894842451967	0.765235434446611	8.73	-1.85032552584311	0	0	-5.55097657752932	8.88495414880525	8.46404438438413	0.364327318455594	0.455732394727381	0.573066124276251	0.890989883031624	520.389711255327
193	Ceftriaxone	9.27118198009324	0.422246327580998	0.996702748757405	0.799462924046912	0.884293589326781	8.15	-0.463754878552385	1.74922523135244	0.655643894111732	-7.88383293539054	4.03780290239403	3.60094223094475	0.327770685219241	0.246598891909702	0.301728214551069	0.88374996994521	676.359066285992
194	Nocardicin B	10.231334225399	0.416428198490793	0.998719374412893	0.844612864817684	0.908221861269176	9.3	0.412915887428227	1.41784916334567	0.991477281859414	6.60665419885163	7.19407857620148	8.02841013589427	0.226062762650311	0.480062517604578	0.637476240171937	0.669705489767498	796.309583759129
195	Ceftriaxone	7.56236088705268	0.381352877344206	0.96969215494137	0.557095980302024	0.570672074174979	3.33	-0.619869086342386	1.75537307145803	0.650444272664015	-10.5377744678206	0.946068314098541	1.28566032694281	0.215363805903014	0.3307772082979	0.482844515715223	0.56553544780202	995.621280603641
196	Aztreonam	6.91229215357047	0.400937626465255	0.997365392527092	0.793078207437393	0.906325037194834	4.45	-0.0983400159941661	1.75538901386559	0.650003190198484	-0.885060143947495	9.29098936270249	5.77056487302669	0.418284712758696	0.319714088057044	0.167860631616067	0.90403303763698	554.78585303003
197	Imipenem	6.88433098595881	0.431350205309454	0.99968369201579	0.90748066154926	0.920329956045144	2.28	-1.68136655325869	0	0	-5.04409965977608	10.7371005232582	9.37064107261035	0.372209790516581	0.454793013643588	0.559378213344495	1.01962833366006	484.844765605606
198	Penicillin N	6.96280596444784	0.397800942810707	0.994113804518653	0.744441280221277	0.721550053648487	7.4	0	0	0	0	8.06064435221206	7.49304444197836	0.284509780553261	0.520472252797384	0.56071443812701	0.756892198772723	402.023253488298
199	Ceftriaxone	8.2028239858724	0.397173280965539	0.975755710687269	0.628147109923721	0.689931278226854	3.52	-0.61297431837625	1.75099510564707	0.652507889377181	-10.4205634123962	1.53200240682386	1.99628827317048	0.256879757279895	0.371400652206743	0.534372474962398	0.648263277097161	981.320574988415
